"ID_FACTURE","CD_PRESTATION","NB_QUANTITE_FACTURE","NB_PRIX_HT","NB_PRIX_TTC"
"FA016628","PS0017","19","3898","3898"
"FA025066","PS0069","4","873","960.3"
"FA007224","PS0066","10","2450","2450"
"FA022826","PS0010","8","4373","4591.65"
"FA016710","PS0033","15","1340","1340"
"FA021576","PS0116","4","4508","4958.8"
"FA024789","PS0107","4","2693","3231.6"
"FA017137","PS0056","2","3253","3578.3"
"FA013139","PS0019","5","4815","4815"
"FA002349","PS0074","14","1493","1493"
"FA009599","PS0090","17","2587","3104.4"
"FA021965","PS0045","8","3895","4674"
"FA006214","PS0037","8","4777","5015.85"
"FA009664","PS0056","15","3253","3578.3"
"FA015388","PS0184","3","1840","2208"
"FA013127","PS0118","18","3828","4210.8"
"FA022292","PS0131","19","4193","5031.6"
"FA008792","PS0034","20","2908","2908"
"FA007063","PS0036","20","3506","4207.2"
"FA002554","PS0028","2","2114","2114"
"FA011687","PS0096","3","2802","2942.1"
"FA009170","PS0092","14","1266","1266"
"FA009070","PS0199","12","1317","1580.4"
"FA013094","PS0142","6","1183","1242.15"
"FA007467","PS0017","9","3898","3898"
"FA010334","PS0137","1","2907","3052.35"
"FA002038","PS0109","15","924","924"
"FA013426","PS0069","9","873","960.3"
"FA007518","PS0004","3","4618","5541.6"
"FA007253","PS0147","18","1530","1530"
"FA017922","PS0058","19","3666","4399.2"
"FA000787","PS0038","20","3432","3432"
"FA022246","PS0130","12","2449","2693.9"
"FA010040","PS0130","9","2449","2693.9"
"FA006998","PS0014","19","3304","3469.2"
"FA005670","PS0120","3","4751","5701.2"
"FA013093","PS0115","9","4570","5027"
"FA025279","PS0054","11","798","877.8"
"FA008099","PS0198","17","3668","4401.6"
"FA005782","PS0008","13","2258","2258"
"FA003642","PS0185","8","2944","3091.2"
"FA014816","PS0129","15","548","575.4"
"FA016460","PS0176","18","1902","1902"
"FA009758","PS0102","9","1322","1388.1"
"FA015452","PS0175","2","2398","2877.6"
"FA023825","PS0107","16","2693","3231.6"
"FA011766","PS0037","2","4777","5015.85"
"FA006363","PS0058","17","3666","4399.2"
"FA023244","PS0170","15","3820","4202"
"FA010889","PS0078","17","3929","3929"
"FA024859","PS0057","11","2855","3140.5"
"FA005638","PS0024","16","4289","5146.8"
"FA016068","PS0008","5","2258","2258"
"FA023969","PS0183","6","4635","4635"
"FA018331","PS0094","4","2548","2802.8"
"FA019119","PS0026","8","2578","3093.6"
"FA001271","PS0128","13","1185","1244.25"
"FA023736","PS0120","13","4751","5701.2"
"FA021809","PS0107","1","2693","3231.6"
"FA022685","PS0013","15","3409","3409"
"FA022917","PS0042","13","3772","4526.4"
"FA017384","PS0191","10","1646","1728.3"
"FA015470","PS0043","18","1449","1521.45"
"FA017166","PS0117","13","4835","5802"
"FA019250","PS0032","10","1857","1949.85"
"FA025328","PS0063","14","1391","1669.2"
"FA017835","PS0006","15","2045","2249.5"
"FA004846","PS0029","1","4104","4309.2"
"FA009440","PS0144","12","613","613"
"FA013644","PS0003","10","710","852"
"FA006665","PS0149","20","1409","1409"
"FA015046","PS0162","19","2580","2838"
"FA018534","PS0118","11","3828","4210.8"
"FA012877","PS0189","13","1018","1018"
"FA006429","PS0103","5","1326","1458.6"
"FA020282","PS0051","7","1179","1414.8"
"FA015857","PS0009","5","1132","1358.4"
"FA016104","PS0020","6","4856","5341.6"
"FA009821","PS0172","11","583","583"
"FA005673","PS0157","14","596","596"
"FA011986","PS0137","19","2907","3052.35"
"FA010548","PS0155","14","2134","2347.4"
"FA010932","PS0038","1","3432","3432"
"FA007692","PS0128","13","1185","1244.25"
"FA012195","PS0165","19","862","905.1"
"FA005332","PS0170","8","3820","4202"
"FA018196","PS0072","13","4112","4523.2"
"FA024696","PS0103","7","1326","1458.6"
"FA002394","PS0027","3","1108","1329.6"
"FA014230","PS0053","18","1852","2037.2"
"FA010111","PS0152","14","1962","1962"
"FA021317","PS0200","18","2860","3146"
"FA011065","PS0047","3","1271","1334.55"
"FA009437","PS0171","2","1863","1956.15"
"FA013326","PS0160","15","1396","1535.6"
"FA010129","PS0162","12","2580","2838"
"FA002407","PS0039","12","737","773.85"
"FA011751","PS0075","11","3943","4140.15"
"FA001872","PS0062","12","2182","2291.1"
"FA012106","PS0015","8","4308","4738.8"
"FA014373","PS0017","6","3898","3898"
"FA015436","PS0001","11","2024","2125.2"
"FA014412","PS0137","11","2907","3052.35"
"FA020500","PS0183","10","4635","4635"
"FA002546","PS0195","5","2296","2296"
"FA015162","PS0135","4","3908","4689.6"
"FA023120","PS0028","6","2114","2114"
"FA017413","PS0074","13","1493","1493"
"FA010671","PS0162","20","2580","2838"
"FA021771","PS0169","10","2716","3259.2"
"FA023605","PS0051","4","1179","1414.8"
"FA015251","PS0171","14","1863","1956.15"
"FA022583","PS0147","18","1530","1530"
"FA021348","PS0138","16","2809","2949.45"
"FA020893","PS0027","15","1108","1329.6"
"FA006093","PS0054","3","798","877.8"
"FA007085","PS0195","11","2296","2296"
"FA014474","PS0175","8","2398","2877.6"
"FA023919","PS0025","15","4960","5208"
"FA013572","PS0086","17","4872","5846.4"
"FA008235","PS0150","8","3275","3438.75"
"FA013677","PS0052","9","3823","3823"
"FA017802","PS0029","2","4104","4309.2"
"FA011702","PS0065","1","3011","3011"
"FA013803","PS0046","20","4813","5775.6"
"FA024970","PS0040","5","1880","1974"
"FA009269","PS0075","14","3943","4140.15"
"FA022030","PS0179","9","3886","4274.6"
"FA003423","PS0126","2","4385","4385"
"FA020953","PS0187","18","3333","3499.65"
"FA005609","PS0171","8","1863","1956.15"
"FA020870","PS0048","15","2078","2493.6"
"FA002666","PS0163","19","1728","1728"
"FA022167","PS0010","17","4373","4591.65"
"FA020545","PS0030","13","3765","4141.5"
"FA001816","PS0108","2","2728","3000.8"
"FA010930","PS0133","1","1869","2242.8"
"FA007138","PS0151","5","4869","5355.9"
"FA025144","PS0143","10","4067","4473.7"
"FA012936","PS0159","15","1547","1624.35"
"FA022732","PS0185","7","2944","3091.2"
"FA023705","PS0124","17","2519","2519"
"FA007078","PS0182","20","4712","4947.6"
"FA002745","PS0186","14","3126","3438.6"
"FA016371","PS0149","1","1409","1409"
"FA007707","PS0053","14","1852","2037.2"
"FA006052","PS0127","12","3451","3796.1"
"FA008059","PS0058","19","3666","4399.2"
"FA014147","PS0122","1","1558","1635.9"
"FA005643","PS0078","3","3929","3929"
"FA023758","PS0134","13","2614","3136.8"
"FA024844","PS0108","11","2728","3000.8"
"FA019547","PS0063","16","1391","1669.2"
"FA020057","PS0146","12","1742","1742"
"FA008978","PS0012","5","3469","4162.8"
"FA014924","PS0014","15","3304","3469.2"
"FA012175","PS0179","3","3886","4274.6"
"FA017929","PS0169","1","2716","3259.2"
"FA001178","PS0021","11","1716","1801.8"
"FA023024","PS0131","3","4193","5031.6"
"FA012069","PS0128","6","1185","1244.25"
"FA020158","PS0080","6","2482","2482"
"FA022100","PS0167","8","2672","2805.6"
"FA021476","PS0177","9","1076","1076"
"FA012844","PS0151","11","4869","5355.9"
"FA001061","PS0164","13","1809","1809"
"FA022312","PS0019","20","4815","4815"
"FA006412","PS0070","19","1148","1148"
"FA015650","PS0185","17","2944","3091.2"
"FA017800","PS0162","5","2580","2838"
"FA005747","PS0160","18","1396","1535.6"
"FA006348","PS0161","16","2912","2912"
"FA019090","PS0019","10","4815","4815"
"FA016594","PS0118","17","3828","4210.8"
"FA013897","PS0189","15","1018","1018"
"FA022851","PS0032","8","1857","1949.85"
"FA008760","PS0008","11","2258","2258"
"FA007623","PS0014","2","3304","3469.2"
"FA004589","PS0072","5","4112","4523.2"
"FA006507","PS0169","1","2716","3259.2"
"FA023639","PS0010","20","4373","4591.65"
"FA008682","PS0179","18","3886","4274.6"
"FA023183","PS0138","1","2809","2949.45"
"FA014700","PS0189","2","1018","1018"
"FA024940","PS0176","11","1902","1902"
"FA010167","PS0191","7","1646","1728.3"
"FA020632","PS0098","17","3639","3820.95"
"FA023705","PS0030","12","3765","4141.5"
"FA017151","PS0059","10","4993","5242.65"
"FA009798","PS0130","9","2449","2693.9"
"FA020269","PS0085","18","871","914.55"
"FA001818","PS0132","5","3369","4042.8"
"FA012248","PS0089","18","3356","3356"
"FA016970","PS0040","17","1880","1974"
"FA008711","PS0185","20","2944","3091.2"
"FA014520","PS0071","6","1285","1349.25"
"FA012352","PS0142","2","1183","1242.15"
"FA021260","PS0104","19","3030","3636"
"FA004444","PS0138","17","2809","2949.45"
"FA009344","PS0178","13","2534","2660.7"
"FA010346","PS0186","15","3126","3438.6"
"FA013786","PS0166","10","2363","2481.15"
"FA015677","PS0194","3","4157","4572.7"
"FA019442","PS0173","15","4850","4850"
"FA017998","PS0068","18","638","638"
"FA004277","PS0083","13","4750","5700"
"FA010850","PS0157","18","596","596"
"FA021959","PS0185","3","2944","3091.2"
"FA015243","PS0002","4","1184","1302.4"
"FA013403","PS0110","8","2038","2241.8"
"FA015553","PS0092","17","1266","1266"
"FA005796","PS0009","4","1132","1358.4"
"FA023979","PS0163","3","1728","1728"
"FA009106","PS0057","5","2855","3140.5"
"FA004642","PS0040","1","1880","1974"
"FA012280","PS0139","19","3529","3705.45"
"FA015990","PS0091","3","4055","4460.5"
"FA013271","PS0027","1","1108","1329.6"
"FA022820","PS0173","6","4850","4850"
"FA016518","PS0167","8","2672","2805.6"
"FA020449","PS0039","9","737","773.85"
"FA019831","PS0084","18","1596","1675.8"
"FA011081","PS0078","20","3929","3929"
"FA015284","PS0156","11","1047","1151.7"
"FA017637","PS0036","8","3506","4207.2"
"FA023316","PS0146","17","1742","1742"
"FA021599","PS0072","6","4112","4523.2"
"FA020509","PS0097","4","3905","4686"
"FA021423","PS0141","13","3556","3733.8"
"FA020778","PS0137","7","2907","3052.35"
"FA017611","PS0129","6","548","575.4"
"FA024790","PS0049","16","2162","2378.2"
"FA024510","PS0032","14","1857","1949.85"
"FA002347","PS0131","2","4193","5031.6"
"FA016197","PS0067","19","1824","1915.2"
"FA004458","PS0052","5","3823","3823"
"FA004869","PS0150","14","3275","3438.75"
"FA011795","PS0047","14","1271","1334.55"
"FA012470","PS0058","10","3666","4399.2"
"FA021242","PS0183","13","4635","4635"
"FA018511","PS0072","11","4112","4523.2"
"FA020422","PS0095","15","3247","3247"
"FA018799","PS0006","14","2045","2249.5"
"FA005649","PS0116","16","4508","4958.8"
"FA015011","PS0114","1","3975","4372.5"
"FA005968","PS0141","15","3556","3733.8"
"FA024948","PS0071","6","1285","1349.25"
"FA004691","PS0165","18","862","905.1"
"FA013611","PS0111","16","3335","4002"
"FA023839","PS0125","6","1693","1777.65"
"FA003568","PS0135","10","3908","4689.6"
"FA020076","PS0001","10","2024","2125.2"
"FA007232","PS0147","11","1530","1530"
"FA021111","PS0090","15","2587","3104.4"
"FA018703","PS0043","4","1449","1521.45"
"FA015269","PS0191","2","1646","1728.3"
"FA018586","PS0190","7","822","863.1"
"FA015033","PS0018","13","4405","4845.5"
"FA012224","PS0062","4","2182","2291.1"
"FA011278","PS0088","5","1464","1610.4"
"FA016423","PS0018","12","4405","4845.5"
"FA022371","PS0066","10","2450","2450"
"FA010584","PS0109","5","924","924"
"FA018703","PS0141","9","3556","3733.8"
"FA014230","PS0162","12","2580","2838"
"FA023900","PS0118","19","3828","4210.8"
"FA021851","PS0185","8","2944","3091.2"
"FA005529","PS0066","6","2450","2450"
"FA020151","PS0049","3","2162","2378.2"
"FA007874","PS0113","18","1421","1421"
"FA022692","PS0131","9","4193","5031.6"
"FA021759","PS0127","8","3451","3796.1"
"FA022471","PS0035","12","3653","4383.6"
"FA012865","PS0096","14","2802","2942.1"
"FA019225","PS0102","19","1322","1388.1"
"FA017395","PS0111","18","3335","4002"
"FA024053","PS0063","5","1391","1669.2"
"FA008125","PS0024","17","4289","5146.8"
"FA010470","PS0117","13","4835","5802"
"FA012709","PS0200","14","2860","3146"
"FA024306","PS0090","17","2587","3104.4"
"FA006876","PS0168","11","2550","2677.5"
"FA018772","PS0139","5","3529","3705.45"
"FA015264","PS0073","6","1367","1435.35"
"FA011346","PS0023","15","3479","3479"
"FA015144","PS0011","13","4911","4911"
"FA023367","PS0077","15","4739","5212.9"
"FA019113","PS0090","15","2587","3104.4"
"FA008669","PS0140","19","4874","4874"
"FA016591","PS0151","19","4869","5355.9"
"FA018576","PS0008","5","2258","2258"
"FA010324","PS0008","20","2258","2258"
"FA013151","PS0029","14","4104","4309.2"
"FA019710","PS0200","18","2860","3146"
"FA014797","PS0198","16","3668","4401.6"
"FA014408","PS0173","17","4850","4850"
"FA019111","PS0161","6","2912","2912"
"FA010901","PS0149","17","1409","1409"
"FA007553","PS0089","14","3356","3356"
"FA010233","PS0177","10","1076","1076"
"FA007508","PS0039","8","737","773.85"
"FA013362","PS0112","19","2886","3463.2"
"FA017571","PS0121","12","4246","4458.3"
"FA022586","PS0076","19","4709","4709"
"FA023674","PS0090","3","2587","3104.4"
"FA004295","PS0106","6","2784","3340.8"
"FA013529","PS0174","11","1507","1582.35"
"FA013996","PS0089","7","3356","3356"
"FA024153","PS0190","10","822","863.1"
"FA024639","PS0121","8","4246","4458.3"
"FA012763","PS0033","11","1340","1340"
"FA011681","PS0153","17","4044","4448.4"
"FA022321","PS0086","6","4872","5846.4"
"FA005326","PS0022","14","3106","3106"
"FA019487","PS0146","4","1742","1742"
"FA008195","PS0039","2","737","773.85"
"FA009217","PS0115","10","4570","5027"
"FA019081","PS0106","9","2784","3340.8"
"FA015968","PS0025","15","4960","5208"
"FA017755","PS0023","19","3479","3479"
"FA007907","PS0129","15","548","575.4"
"FA010015","PS0178","8","2534","2660.7"
"FA018761","PS0179","7","3886","4274.6"
"FA004678","PS0081","18","3916","4307.6"
"FA017418","PS0134","4","2614","3136.8"
"FA014083","PS0121","20","4246","4458.3"
"FA020816","PS0120","17","4751","5701.2"
"FA021105","PS0057","10","2855","3140.5"
"FA015106","PS0064","15","2959","3254.9"
"FA022909","PS0007","15","2921","3213.1"
"FA005242","PS0166","11","2363","2481.15"
"FA005462","PS0016","20","4420","5304"
"FA011949","PS0040","6","1880","1974"
"FA007463","PS0129","11","548","575.4"
"FA021228","PS0076","20","4709","4709"
"FA018137","PS0197","13","3502","3852.2"
"FA013320","PS0064","17","2959","3254.9"
"FA012465","PS0145","3","2505","2755.5"
"FA009824","PS0025","18","4960","5208"
"FA023808","PS0176","8","1902","1902"
"FA020038","PS0152","14","1962","1962"
"FA001893","PS0041","5","830","871.5"
"FA018525","PS0178","11","2534","2660.7"
"FA023810","PS0061","5","1652","1817.2"
"FA020274","PS0168","9","2550","2677.5"
"FA020635","PS0014","15","3304","3469.2"
"FA020904","PS0071","12","1285","1349.25"
"FA020990","PS0090","10","2587","3104.4"
"FA005594","PS0182","3","4712","4947.6"
"FA003310","PS0067","10","1824","1915.2"
"FA021107","PS0105","14","2785","2924.25"
"FA012769","PS0020","1","4856","5341.6"
"FA008443","PS0032","6","1857","1949.85"
"FA010228","PS0006","19","2045","2249.5"
"FA006036","PS0106","6","2784","3340.8"
"FA020001","PS0078","16","3929","3929"
"FA004220","PS0051","13","1179","1414.8"
"FA007335","PS0047","5","1271","1334.55"
"FA004044","PS0118","12","3828","4210.8"
"FA003551","PS0103","7","1326","1458.6"
"FA020723","PS0063","15","1391","1669.2"
"FA019392","PS0044","4","894","983.4"
"FA015448","PS0177","4","1076","1076"
"FA020788","PS0103","12","1326","1458.6"
"FA014280","PS0135","3","3908","4689.6"
"FA011097","PS0094","1","2548","2802.8"
"FA013488","PS0162","7","2580","2838"
"FA014850","PS0111","17","3335","4002"
"FA007627","PS0189","14","1018","1018"
"FA025205","PS0197","12","3502","3852.2"
"FA014136","PS0090","13","2587","3104.4"
"FA020900","PS0015","7","4308","4738.8"
"FA024408","PS0148","15","3503","3678.15"
"FA009202","PS0097","2","3905","4686"
"FA001660","PS0154","6","699","699"
"FA025270","PS0100","7","1714","2056.8"
"FA018422","PS0130","11","2449","2693.9"
"FA012940","PS0131","9","4193","5031.6"
"FA004983","PS0109","20","924","924"
"FA021270","PS0086","6","4872","5846.4"
"FA021905","PS0102","17","1322","1388.1"
"FA009676","PS0017","3","3898","3898"
"FA010351","PS0074","2","1493","1493"
"FA016537","PS0028","7","2114","2114"
"FA008616","PS0157","11","596","596"
"FA010858","PS0139","12","3529","3705.45"
"FA005776","PS0050","7","2801","3361.2"
"FA011460","PS0135","18","3908","4689.6"
"FA019958","PS0156","16","1047","1151.7"
"FA022319","PS0003","18","710","852"
"FA015739","PS0022","18","3106","3106"
"FA008333","PS0039","18","737","773.85"
"FA020222","PS0147","7","1530","1530"
"FA024292","PS0196","13","3273","3927.6"
"FA000149","PS0028","12","2114","2114"
"FA005837","PS0074","17","1493","1493"
"FA003478","PS0021","17","1716","1801.8"
"FA023097","PS0154","1","699","699"
"FA016388","PS0157","11","596","596"
"FA007067","PS0009","5","1132","1358.4"
"FA023855","PS0017","1","3898","3898"
"FA006960","PS0001","7","2024","2125.2"
"FA000083","PS0085","20","871","914.55"
"FA008486","PS0057","7","2855","3140.5"
"FA019664","PS0196","3","3273","3927.6"
"FA012461","PS0161","13","2912","2912"
"FA006315","PS0082","5","4269","4695.9"
"FA012355","PS0183","20","4635","4635"
"FA001695","PS0194","14","4157","4572.7"
"FA005415","PS0135","18","3908","4689.6"
"FA014351","PS0151","16","4869","5355.9"
"FA004321","PS0135","1","3908","4689.6"
"FA013872","PS0071","9","1285","1349.25"
"FA023321","PS0175","1","2398","2877.6"
"FA019982","PS0117","2","4835","5802"
"FA015803","PS0141","10","3556","3733.8"
"FA004291","PS0021","5","1716","1801.8"
"FA022727","PS0176","7","1902","1902"
"FA013253","PS0174","17","1507","1582.35"
"FA020577","PS0128","6","1185","1244.25"
"FA020486","PS0064","6","2959","3254.9"
"FA004153","PS0098","18","3639","3820.95"
"FA008024","PS0168","3","2550","2677.5"
"FA020579","PS0001","9","2024","2125.2"
"FA019788","PS0036","14","3506","4207.2"
"FA023414","PS0060","13","2474","2968.8"
"FA003679","PS0181","15","1128","1353.6"
"FA021347","PS0167","2","2672","2805.6"
"FA007779","PS0053","8","1852","2037.2"
"FA019549","PS0125","12","1693","1777.65"
"FA018586","PS0018","16","4405","4845.5"
"FA013903","PS0042","18","3772","4526.4"
"FA014444","PS0132","17","3369","4042.8"
"FA019599","PS0088","9","1464","1610.4"
"FA013802","PS0044","14","894","983.4"
"FA011375","PS0154","6","699","699"
"FA004485","PS0104","1","3030","3636"
"FA014618","PS0076","4","4709","4709"
"FA017396","PS0105","12","2785","2924.25"
"FA001362","PS0028","10","2114","2114"
"FA003874","PS0111","20","3335","4002"
"FA000090","PS0184","9","1840","2208"
"FA011001","PS0141","11","3556","3733.8"
"FA016809","PS0143","15","4067","4473.7"
"FA006953","PS0018","3","4405","4845.5"
"FA001310","PS0195","17","2296","2296"
"FA014375","PS0073","3","1367","1435.35"
"FA018226","PS0191","8","1646","1728.3"
"FA016392","PS0122","14","1558","1635.9"
"FA022295","PS0108","16","2728","3000.8"
"FA024398","PS0044","4","894","983.4"
"FA024812","PS0013","13","3409","3409"
"FA009214","PS0051","14","1179","1414.8"
"FA005891","PS0003","4","710","852"
"FA025012","PS0162","18","2580","2838"
"FA001042","PS0029","9","4104","4309.2"
"FA024182","PS0189","16","1018","1018"
"FA010638","PS0142","18","1183","1242.15"
"FA023526","PS0121","7","4246","4458.3"
"FA004119","PS0185","20","2944","3091.2"
"FA008932","PS0130","13","2449","2693.9"
"FA006883","PS0065","3","3011","3011"
"FA008925","PS0111","4","3335","4002"
"FA015306","PS0104","17","3030","3636"
"FA020790","PS0095","18","3247","3247"
"FA018740","PS0005","3","1255","1255"
"FA003970","PS0058","16","3666","4399.2"
"FA008643","PS0163","14","1728","1728"
"FA005390","PS0147","7","1530","1530"
"FA008829","PS0076","7","4709","4709"
"FA015177","PS0112","20","2886","3463.2"
"FA005361","PS0194","15","4157","4572.7"
