"ID_REGLEMENT","DT_REGLEMENT","CD_TYPE_REGLEMENT"
"RGLT00697","2023-02-11","TR03"
"RGLT00698","2023-02-21","TR03"
"RGLT00699","2023-02-20","TR01"
"RGLT00700","2023-03-01","TR02"
"RGLT00701","2023-02-17","TR02"
"RGLT00702","2023-02-27","TR01"
"RGLT00703","2023-02-16","TR03"
"RGLT00704","2023-02-12","TR02"
"RGLT00705","2023-02-19","TR01"
"RGLT00706","2023-02-18","TR02"
"RGLT00707","2023-02-11","TR03"
"RGLT00708","2023-03-01","TR02"
"RGLT00709","2023-02-16","TR01"
"RGLT00710","2023-02-14","TR01"
"RGLT00711","2023-02-22","TR01"
"RGLT00712","2023-02-12","TR02"
"RGLT00713","2023-02-07","TR02"
"RGLT00714","2023-02-18","TR03"
"RGLT00715","2023-01-31","TR03"
"RGLT00716","2023-02-07","TR01"
"RGLT00717","2023-02-22","TR02"
"RGLT00718","2023-02-25","TR02"
"RGLT00719","2023-02-22","TR01"
"RGLT00720","2023-02-11","TR01"
"RGLT00721","2023-02-13","TR02"
"RGLT00722","2023-02-13","TR03"
"RGLT00723","2023-02-03","TR01"
"RGLT00724","2023-03-01","TR02"
"RGLT00725","2023-02-22","TR02"
"RGLT00726","2023-02-05","TR01"
"RGLT00727","2023-02-27","TR02"
"RGLT00728","2023-02-09","TR01"
"RGLT00729","2023-03-03","TR02"
"RGLT00730","2023-02-26","TR03"
"RGLT00731","2023-02-03","TR01"
"RGLT00732","2023-02-28","TR01"
"RGLT00733","2023-02-11","TR03"
"RGLT00734","2023-02-14","TR02"
"RGLT00735","2023-02-02","TR03"
"RGLT00736","2023-02-15","TR03"
"RGLT00737","2023-02-19","TR03"
"RGLT00738","2023-02-19","TR02"
"RGLT00739","2023-02-14","TR03"
"RGLT00740","2023-02-22","TR03"
"RGLT00741","2023-02-05","TR02"
"RGLT00742","2023-02-18","TR03"
"RGLT00743","2023-02-07","TR01"
"RGLT00744","2023-03-02","TR03"
"RGLT00745","2023-02-26","TR02"
"RGLT00746","2023-03-04","TR03"
"RGLT00747","2023-02-03","TR02"
"RGLT00748","2023-02-02","TR03"
"RGLT00749","2023-02-15","TR01"
"RGLT00750","2023-02-09","TR03"
"RGLT00751","2023-02-04","TR02"
"RGLT00752","2023-02-03","TR03"
"RGLT00753","2023-02-22","TR03"
"RGLT00754","2023-02-13","TR01"
"RGLT00755","2023-02-11","TR02"
"RGLT00756","2023-03-03","TR01"
"RGLT00757","2023-02-21","TR02"
"RGLT00758","2023-02-08","TR03"
"RGLT00759","2023-02-12","TR03"
"RGLT00760","2023-02-24","TR02"
"RGLT00761","2023-02-28","TR01"
"RGLT00762","2023-02-28","TR01"
"RGLT00763","2023-02-19","TR01"
"RGLT00764","2023-02-07","TR01"
"RGLT00765","2023-02-25","TR03"
"RGLT00766","2023-02-04","TR01"
"RGLT00767","2023-03-02","TR01"
"RGLT00768","2023-02-06","TR02"
"RGLT00769","2023-02-19","TR02"
"RGLT00770","2023-02-05","TR01"
"RGLT00771","2023-03-03","TR03"
"RGLT00772","2023-02-24","TR02"
"RGLT00773","2023-02-13","TR01"
"RGLT00774","2023-02-04","TR02"
"RGLT00775","2023-02-21","TR03"
"RGLT00776","2023-02-19","TR03"
"RGLT00777","2023-03-03","TR03"
"RGLT00778","2023-02-14","TR03"
"RGLT00779","2023-02-27","TR02"
"RGLT00780","2023-02-09","TR03"
"RGLT00781","2023-02-19","TR01"
"RGLT00782","2023-02-15","TR02"
"RGLT00783","2023-02-16","TR03"
"RGLT00784","2023-02-06","TR01"
"RGLT00785","2023-02-03","TR01"
"RGLT00786","2023-02-18","TR01"
"RGLT00787","2023-02-06","TR01"
"RGLT00788","2023-02-10","TR03"
"RGLT00789","2023-03-02","TR03"
"RGLT00790","2023-02-24","TR01"
"RGLT00791","2023-03-04","TR01"
"RGLT00792","2023-02-07","TR01"
"RGLT00793","2023-02-27","TR03"
"RGLT00794","2023-02-18","TR03"
"RGLT00795","2023-02-09","TR02"
"RGLT00796","2023-03-05","TR02"
"RGLT00797","2023-02-27","TR02"
"RGLT00798","2023-02-26","TR03"
"RGLT00799","2023-02-26","TR03"
"RGLT00800","2023-02-14","TR02"
"RGLT00801","2023-02-23","TR01"
"RGLT00802","2023-02-04","TR03"
"RGLT00803","2023-02-26","TR02"
"RGLT00804","2023-02-08","TR02"
"RGLT00805","2023-02-09","TR02"
"RGLT00806","2023-03-05","TR03"
"RGLT00807","2023-02-07","TR02"
"RGLT00808","2023-02-14","TR01"
"RGLT00809","2023-02-21","TR03"
"RGLT00810","2023-02-21","TR02"
"RGLT00811","2023-03-01","TR03"
"RGLT00812","2023-03-03","TR03"
"RGLT00813","2023-03-03","TR03"
"RGLT00814","2023-02-23","TR03"
"RGLT00815","2023-02-19","TR02"
"RGLT00816","2023-02-07","TR03"
"RGLT00817","2023-02-06","TR03"
"RGLT00818","2023-03-04","TR01"
"RGLT00819","2023-03-06","TR03"
"RGLT00820","2023-03-04","TR01"
"RGLT00821","2023-03-04","TR03"
"RGLT00822","2023-02-19","TR02"
"RGLT00823","2023-03-01","TR01"
"RGLT00824","2023-02-26","TR01"
"RGLT00825","2023-02-25","TR02"
"RGLT00826","2023-02-10","TR02"
"RGLT00827","2023-03-05","TR03"
"RGLT00828","2023-02-11","TR01"
"RGLT00829","2023-02-13","TR03"
"RGLT00830","2023-02-08","TR01"
"RGLT00831","2023-03-02","TR03"
"RGLT00832","2023-02-15","TR01"
"RGLT00833","2023-02-27","TR01"
"RGLT00834","2023-02-07","TR01"
"RGLT00835","2023-02-19","TR01"
"RGLT00836","2023-03-01","TR01"
"RGLT00837","2023-02-23","TR02"
"RGLT00838","2023-02-05","TR03"
"RGLT00839","2023-02-08","TR03"
"RGLT00840","2023-02-15","TR03"
"RGLT00841","2023-02-24","TR02"
"RGLT00842","2023-02-08","TR03"
"RGLT00843","2023-02-11","TR03"
"RGLT00844","2023-02-23","TR03"
"RGLT00845","2023-02-24","TR03"
"RGLT00846","2023-03-02","TR01"
"RGLT00847","2023-02-05","TR01"
"RGLT00848","2023-02-28","TR02"
"RGLT00849","2023-02-12","TR01"
"RGLT00850","2023-02-11","TR01"
"RGLT00851","2023-03-07","TR01"
"RGLT00852","2023-02-08","TR01"
"RGLT00853","2023-02-13","TR03"
"RGLT00854","2023-02-17","TR03"
"RGLT00855","2023-02-17","TR03"
"RGLT00856","2023-02-18","TR01"
"RGLT00857","2023-03-04","TR02"
"RGLT00858","2023-02-05","TR02"
"RGLT00859","2023-02-07","TR03"
"RGLT00860","2023-02-08","TR02"
"RGLT00861","2023-02-24","TR01"
"RGLT00862","2023-02-09","TR03"
"RGLT00863","2023-02-23","TR02"
"RGLT00864","2023-03-06","TR02"
"RGLT00865","2023-03-02","TR03"
"RGLT00866","2023-02-19","TR03"
"RGLT00867","2023-03-04","TR01"
"RGLT00868","2023-02-28","TR03"
"RGLT00869","2023-02-13","TR02"
"RGLT00870","2023-02-26","TR01"
"RGLT00871","2023-02-26","TR03"
"RGLT00872","2023-02-27","TR03"
"RGLT00873","2023-02-24","TR01"
"RGLT00874","2023-02-17","TR03"
"RGLT00875","2023-02-12","TR02"
"RGLT00876","2023-02-25","TR02"
"RGLT00877","2023-02-24","TR03"
"RGLT00878","2023-02-24","TR01"
"RGLT00879","2023-02-27","TR01"
"RGLT00880","2023-02-08","TR03"
"RGLT00881","2023-02-22","TR02"
"RGLT00882","2023-03-02","TR03"
"RGLT00883","2023-02-09","TR02"
"RGLT00884","2023-02-25","TR01"
"RGLT00885","2023-02-18","TR03"
"RGLT00886","2023-02-22","TR02"
"RGLT00887","2023-02-25","TR01"
"RGLT00888","2023-02-22","TR02"
"RGLT00889","2023-03-01","TR03"
"RGLT00890","2023-03-03","TR03"
"RGLT00891","2023-02-24","TR03"
"RGLT00892","2023-03-04","TR01"
"RGLT00893","2023-03-04","TR02"
"RGLT00894","2023-02-23","TR03"
"RGLT00895","2023-03-05","TR02"
"RGLT00896","2023-03-03","TR02"
"RGLT00897","2023-02-13","TR03"
"RGLT00898","2023-02-09","TR01"
"RGLT00899","2023-02-19","TR01"
"RGLT00900","2023-03-05","TR03"
"RGLT00901","2023-02-14","TR03"
"RGLT00902","2023-03-06","TR03"
"RGLT00903","2023-02-24","TR02"
"RGLT00904","2023-03-07","TR03"
"RGLT00905","2023-02-19","TR03"
"RGLT00906","2023-02-14","TR03"
"RGLT00907","2023-03-03","TR01"
"RGLT00908","2023-02-24","TR03"
"RGLT00909","2023-02-19","TR03"
"RGLT00910","2023-03-01","TR01"
"RGLT00911","2023-02-25","TR01"
"RGLT00912","2023-02-17","TR02"
"RGLT00913","2023-02-07","TR02"
"RGLT00914","2023-02-20","TR03"
"RGLT00915","2023-02-14","TR03"
"RGLT00916","2023-03-07","TR02"
"RGLT00917","2023-02-10","TR01"
"RGLT00918","2023-03-07","TR02"
"RGLT00919","2023-02-15","TR03"
"RGLT00920","2023-02-27","TR01"
"RGLT00921","2023-03-04","TR01"
"RGLT00922","2023-02-16","TR02"
"RGLT00923","2023-02-06","TR03"
"RGLT00924","2023-03-03","TR02"
"RGLT00925","2023-02-28","TR01"
"RGLT00926","2023-03-03","TR01"
"RGLT00927","2023-02-12","TR01"
"RGLT00928","2023-02-21","TR03"
"RGLT00929","2023-03-01","TR03"
"RGLT00930","2023-03-02","TR02"
"RGLT00931","2023-02-12","TR03"
"RGLT00932","2023-03-05","TR03"
"RGLT00933","2023-03-01","TR01"
"RGLT00934","2023-02-15","TR03"
"RGLT00935","2023-03-08","TR02"
"RGLT00936","2023-03-03","TR03"
"RGLT00937","2023-02-13","TR02"
"RGLT00938","2023-02-23","TR03"
"RGLT00939","2023-02-12","TR01"
"RGLT00940","2023-02-20","TR01"
"RGLT00941","2023-02-18","TR02"
"RGLT00942","2023-02-26","TR03"
"RGLT00943","2023-02-28","TR01"
"RGLT00944","2023-02-19","TR02"
"RGLT00945","2023-03-03","TR02"
"RGLT00946","2023-02-21","TR02"
"RGLT00947","2023-03-01","TR02"
"RGLT00948","2023-03-06","TR01"
"RGLT00949","2023-02-28","TR02"
"RGLT00950","2023-02-08","TR02"
"RGLT00951","2023-03-07","TR01"
"RGLT00952","2023-02-15","TR02"
"RGLT00953","2023-02-26","TR02"
"RGLT00954","2023-02-23","TR01"
"RGLT00955","2023-03-09","TR02"
"RGLT00956","2023-02-08","TR01"
"RGLT00957","2023-02-22","TR03"
"RGLT00958","2023-02-22","TR03"
"RGLT00959","2023-03-08","TR02"
"RGLT00960","2023-03-03","TR02"
"RGLT00961","2023-03-03","TR01"
"RGLT00962","2023-03-07","TR03"
"RGLT00963","2023-02-07","TR01"
"RGLT00964","2023-03-02","TR03"
"RGLT00965","2023-02-09","TR01"
"RGLT00966","2023-02-14","TR02"
"RGLT00967","2023-02-25","TR03"
"RGLT00968","2023-02-25","TR01"
"RGLT00969","2023-02-16","TR02"
"RGLT00970","2023-02-22","TR02"
"RGLT00971","2023-03-01","TR03"
"RGLT00972","2023-03-05","TR02"
"RGLT00973","2023-02-21","TR01"
"RGLT00974","2023-03-05","TR03"
"RGLT00975","2023-02-13","TR03"
"RGLT00976","2023-03-03","TR03"
"RGLT00977","2023-03-04","TR03"
"RGLT00978","2023-02-22","TR02"
"RGLT00979","2023-03-07","TR02"
"RGLT00980","2023-02-07","TR02"
"RGLT00981","2023-02-09","TR01"
"RGLT00982","2023-02-23","TR01"
"RGLT00983","2023-02-18","TR01"
"RGLT00984","2023-02-07","TR01"
"RGLT00985","2023-02-19","TR01"
"RGLT00986","2023-02-13","TR03"
"RGLT00987","2023-03-07","TR01"
"RGLT00988","2023-02-28","TR01"
"RGLT00989","2023-02-16","TR03"
"RGLT00990","2023-02-07","TR03"
"RGLT00991","2023-02-16","TR02"
"RGLT00992","2023-03-05","TR03"
"RGLT00993","2023-02-19","TR03"
"RGLT00994","2023-02-23","TR03"
"RGLT00995","2023-02-27","TR01"
"RGLT00996","2023-03-07","TR02"
"RGLT00997","2023-02-22","TR02"
"RGLT00998","2023-03-07","TR01"
"RGLT00999","2023-02-19","TR01"
"RGLT01000","2023-03-02","TR03"
"RGLT01001","2023-03-02","TR02"
"RGLT01002","2023-02-10","TR02"
"RGLT01003","2023-02-20","TR03"
"RGLT01004","2023-02-28","TR03"
"RGLT01005","2023-03-07","TR02"
"RGLT01006","2023-03-04","TR01"
"RGLT01007","2023-02-12","TR01"
"RGLT01008","2023-03-07","TR01"
"RGLT01009","2023-02-20","TR03"
"RGLT01010","2023-02-21","TR02"
"RGLT01011","2023-03-08","TR03"
"RGLT01012","2023-02-15","TR01"
"RGLT01013","2023-02-27","TR02"
"RGLT01014","2023-02-09","TR03"
"RGLT01015","2023-02-09","TR02"
"RGLT01016","2023-02-17","TR03"
"RGLT01017","2023-02-16","TR01"
"RGLT01018","2023-02-09","TR01"
"RGLT01019","2023-02-21","TR02"
"RGLT01020","2023-03-10","TR02"
"RGLT01021","2023-03-08","TR01"
"RGLT01022","2023-02-17","TR03"
"RGLT01023","2023-02-25","TR02"
"RGLT01024","2023-02-27","TR02"
"RGLT01025","2023-02-19","TR02"
"RGLT01026","2023-02-08","TR02"
"RGLT01027","2023-03-04","TR03"
"RGLT01028","2023-03-03","TR03"
"RGLT01029","2023-02-11","TR01"
"RGLT01030","2023-03-06","TR03"
"RGLT01031","2023-03-06","TR02"
"RGLT01032","2023-03-02","TR03"
"RGLT01033","2023-02-08","TR03"
"RGLT01034","2023-02-17","TR02"
"RGLT01035","2023-02-14","TR02"
"RGLT01036","2023-02-14","TR02"
"RGLT01037","2023-02-17","TR02"
"RGLT01038","2023-03-06","TR03"
"RGLT01039","2023-03-08","TR03"
"RGLT01040","2023-02-16","TR03"
"RGLT01041","2023-03-10","TR03"
"RGLT01042","2023-02-11","TR01"
"RGLT01043","2023-02-13","TR01"
"RGLT01044","2023-02-24","TR01"
"RGLT01045","2023-02-19","TR03"
"RGLT01046","2023-02-09","TR01"
"RGLT01047","2023-03-08","TR02"
"RGLT01048","2023-02-09","TR01"
"RGLT01049","2023-02-19","TR02"
"RGLT01050","2023-03-08","TR01"
"RGLT01051","2023-02-19","TR02"
"RGLT01052","2023-03-04","TR01"
"RGLT01053","2023-02-12","TR01"
"RGLT01054","2023-03-07","TR03"
"RGLT01055","2023-03-09","TR02"
"RGLT01056","2023-02-15","TR03"
"RGLT01057","2023-02-14","TR03"
"RGLT01058","2023-02-24","TR02"
"RGLT01059","2023-03-05","TR01"
"RGLT01060","2023-02-23","TR01"
"RGLT01061","2023-02-20","TR03"
"RGLT01062","2023-02-11","TR03"
"RGLT01063","2023-03-04","TR02"
"RGLT01064","2023-02-19","TR03"
"RGLT01065","2023-02-22","TR03"
"RGLT01066","2023-02-23","TR02"
"RGLT01067","2023-02-23","TR02"
"RGLT01068","2023-02-14","TR03"
"RGLT01069","2023-02-21","TR02"
"RGLT01070","2023-02-28","TR03"
"RGLT01071","2023-03-04","TR01"
"RGLT01072","2023-02-09","TR03"
"RGLT01073","2023-03-09","TR01"
"RGLT01074","2023-03-10","TR03"
"RGLT01075","2023-03-03","TR01"
"RGLT01076","2023-03-11","TR03"
"RGLT01077","2023-02-11","TR01"
"RGLT01078","2023-02-12","TR02"
"RGLT01079","2023-02-21","TR03"
"RGLT01080","2023-03-01","TR03"
"RGLT01081","2023-03-08","TR02"
"RGLT01082","2023-02-21","TR03"
"RGLT01083","2023-02-22","TR02"
"RGLT01084","2023-03-06","TR01"
"RGLT01085","2023-03-04","TR02"
"RGLT01086","2023-02-22","TR03"
"RGLT01087","2023-02-26","TR03"
"RGLT01088","2023-03-08","TR02"
"RGLT01089","2023-02-24","TR03"
"RGLT01090","2023-02-09","TR01"
"RGLT01091","2023-03-06","TR03"
"RGLT01092","2023-02-20","TR02"
"RGLT01093","2023-03-02","TR03"
"RGLT01094","2023-02-13","TR02"
"RGLT01095","2023-02-10","TR03"
"RGLT01096","2023-02-10","TR02"
"RGLT01097","2023-02-13","TR01"
"RGLT01098","2023-03-03","TR03"
"RGLT01099","2023-02-12","TR03"
"RGLT01100","2023-02-10","TR02"
"RGLT01101","2023-03-12","TR03"
"RGLT01102","2023-02-19","TR02"
"RGLT01103","2023-03-04","TR02"
"RGLT01104","2023-02-22","TR01"
"RGLT01105","2023-02-17","TR03"
"RGLT01106","2023-03-05","TR03"
"RGLT01107","2023-03-11","TR01"
"RGLT01108","2023-02-28","TR02"
"RGLT01109","2023-02-15","TR03"
"RGLT01110","2023-03-04","TR03"
"RGLT01111","2023-02-18","TR03"
"RGLT01112","2023-03-10","TR01"
"RGLT01113","2023-03-06","TR02"
"RGLT01114","2023-03-05","TR03"
"RGLT01115","2023-02-17","TR03"
"RGLT01116","2023-02-23","TR03"
"RGLT01117","2023-03-03","TR01"
"RGLT01118","2023-02-23","TR03"
"RGLT01119","2023-02-14","TR01"
"RGLT01120","2023-02-16","TR01"
"RGLT01121","2023-02-16","TR01"
"RGLT01122","2023-02-24","TR02"
"RGLT01123","2023-02-24","TR03"
"RGLT01124","2023-03-06","TR01"
"RGLT01125","2023-03-12","TR02"
"RGLT01126","2023-03-12","TR01"
"RGLT01127","2023-02-12","TR03"
"RGLT01128","2023-02-12","TR03"
"RGLT01129","2023-02-25","TR03"
"RGLT01130","2023-02-16","TR01"
"RGLT01131","2023-02-13","TR03"
"RGLT01132","2023-02-23","TR01"
"RGLT01133","2023-03-11","TR02"
"RGLT01134","2023-02-17","TR03"
"RGLT01135","2023-03-10","TR02"
"RGLT01136","2023-02-16","TR02"
"RGLT01137","2023-02-16","TR03"
"RGLT01138","2023-02-26","TR03"
"RGLT01139","2023-02-28","TR03"
"RGLT01140","2023-03-05","TR01"
"RGLT01141","2023-02-11","TR03"
"RGLT01142","2023-02-19","TR02"
"RGLT01143","2023-02-27","TR01"
"RGLT01144","2023-02-20","TR02"
"RGLT01145","2023-02-10","TR03"
"RGLT01146","2023-02-12","TR02"
"RGLT01147","2023-02-14","TR03"
"RGLT01148","2023-02-11","TR01"
"RGLT01149","2023-02-15","TR02"
"RGLT01150","2023-02-22","TR01"
"RGLT01151","2023-02-28","TR03"
"RGLT01152","2023-02-28","TR03"
"RGLT01153","2023-03-10","TR03"
"RGLT01154","2023-03-07","TR01"
"RGLT01155","2023-02-28","TR02"
"RGLT01156","2023-02-17","TR03"
"RGLT01157","2023-03-08","TR03"
"RGLT01158","2023-02-16","TR02"
"RGLT01159","2023-02-17","TR01"
"RGLT01160","2023-03-12","TR02"
"RGLT01161","2023-03-12","TR01"
"RGLT01162","2023-02-18","TR03"
"RGLT01163","2023-03-02","TR03"
"RGLT01164","2023-02-25","TR02"
"RGLT01165","2023-02-19","TR01"
"RGLT01166","2023-03-07","TR02"
"RGLT01167","2023-02-25","TR01"
"RGLT01168","2023-03-04","TR03"
"RGLT01169","2023-03-10","TR02"
"RGLT01170","2023-03-09","TR03"
"RGLT01171","2023-02-12","TR03"
"RGLT01172","2023-03-07","TR01"
"RGLT01173","2023-03-01","TR01"
"RGLT01174","2023-03-01","TR02"
"RGLT01175","2023-02-20","TR03"
"RGLT01176","2023-02-22","TR01"
"RGLT01177","2023-02-12","TR02"
"RGLT01178","2023-02-15","TR01"
"RGLT01179","2023-02-15","TR02"
"RGLT01180","2023-02-12","TR02"
"RGLT01181","2023-02-24","TR01"
"RGLT01182","2023-02-12","TR01"
"RGLT01183","2023-03-07","TR01"
"RGLT01184","2023-03-09","TR02"
"RGLT01185","2023-03-05","TR02"
"RGLT01186","2023-03-02","TR03"
"RGLT01187","2023-02-26","TR02"
"RGLT01188","2023-03-04","TR01"
"RGLT01189","2023-03-13","TR01"
"RGLT01190","2023-03-10","TR03"
"RGLT01191","2023-03-03","TR02"
"RGLT01192","2023-02-16","TR03"
"RGLT01193","2023-02-13","TR02"
"RGLT01194","2023-03-04","TR03"
"RGLT01195","2023-03-08","TR03"
"RGLT01196","2023-02-21","TR01"
"RGLT01197","2023-02-18","TR03"
"RGLT01198","2023-03-04","TR03"
"RGLT01199","2023-02-13","TR03"
"RGLT01200","2023-03-05","TR01"
"RGLT01201","2023-02-19","TR01"
"RGLT01202","2023-03-13","TR01"
"RGLT01203","2023-02-28","TR01"
"RGLT01204","2023-02-26","TR02"
"RGLT01205","2023-02-13","TR03"
"RGLT01206","2023-02-12","TR02"
"RGLT01207","2023-03-08","TR02"
"RGLT01208","2023-03-06","TR01"
"RGLT01209","2023-03-05","TR02"
"RGLT01210","2023-03-04","TR01"
"RGLT01211","2023-02-22","TR02"
"RGLT01212","2023-03-07","TR03"
"RGLT01213","2023-02-22","TR03"
"RGLT01214","2023-03-04","TR02"
"RGLT01215","2023-02-16","TR03"
"RGLT01216","2023-02-13","TR03"
"RGLT01217","2023-02-27","TR01"
"RGLT01218","2023-02-17","TR02"
"RGLT01219","2023-02-28","TR03"
"RGLT01220","2023-02-14","TR02"
"RGLT01221","2023-02-16","TR01"
"RGLT01222","2023-03-13","TR02"
"RGLT01223","2023-02-12","TR03"
"RGLT01224","2023-03-07","TR02"
"RGLT01225","2023-03-08","TR02"
"RGLT01226","2023-03-04","TR03"
"RGLT01227","2023-02-28","TR03"
"RGLT01228","2023-02-25","TR02"
"RGLT01229","2023-02-18","TR03"
"RGLT01230","2023-03-09","TR02"
"RGLT01231","2023-02-23","TR01"
"RGLT01232","2023-03-01","TR02"
"RGLT01233","2023-02-27","TR01"
"RGLT01234","2023-03-02","TR03"
"RGLT01235","2023-03-11","TR02"
"RGLT01236","2023-02-26","TR03"
"RGLT01237","2023-03-08","TR01"
"RGLT01238","2023-02-22","TR02"
"RGLT01239","2023-03-08","TR01"
"RGLT01240","2023-02-13","TR02"
"RGLT01241","2023-02-22","TR02"
"RGLT01242","2023-03-02","TR03"
"RGLT01243","2023-03-13","TR01"
"RGLT01244","2023-02-14","TR01"
"RGLT01245","2023-03-08","TR02"
"RGLT01246","2023-03-07","TR02"
"RGLT01247","2023-02-17","TR01"
"RGLT01248","2023-02-26","TR03"
"RGLT01249","2023-02-19","TR02"
"RGLT01250","2023-02-17","TR01"
"RGLT01251","2023-02-17","TR03"
"RGLT01252","2023-03-11","TR02"
"RGLT01253","2023-02-28","TR01"
"RGLT01254","2023-03-10","TR01"
"RGLT01255","2023-02-25","TR02"
"RGLT01256","2023-02-19","TR03"
"RGLT01257","2023-03-03","TR02"
"RGLT01258","2023-03-15","TR01"
"RGLT01259","2023-02-28","TR02"
"RGLT01260","2023-03-14","TR01"
"RGLT01261","2023-02-15","TR01"
"RGLT01262","2023-02-28","TR03"
"RGLT01263","2023-02-18","TR03"
"RGLT01264","2023-03-05","TR02"
"RGLT01265","2023-03-13","TR03"
"RGLT01266","2023-03-12","TR02"
"RGLT01267","2023-02-24","TR03"
"RGLT01268","2023-02-24","TR02"
"RGLT01269","2023-02-26","TR03"
"RGLT01270","2023-03-12","TR01"
"RGLT01271","2023-02-17","TR02"
"RGLT01272","2023-03-01","TR02"
"RGLT01273","2023-02-19","TR02"
"RGLT01274","2023-03-02","TR02"
"RGLT01275","2023-02-26","TR02"
"RGLT01276","2023-02-14","TR01"
"RGLT01277","2023-02-22","TR03"
"RGLT01278","2023-03-08","TR02"
"RGLT01279","2023-02-21","TR01"
"RGLT01280","2023-02-25","TR02"
"RGLT01281","2023-02-24","TR01"
"RGLT01282","2023-02-25","TR01"
"RGLT01283","2023-02-25","TR01"
"RGLT01284","2023-02-24","TR01"
"RGLT01285","2023-03-06","TR01"
"RGLT01286","2023-03-04","TR03"
"RGLT01287","2023-02-18","TR01"
"RGLT01288","2023-03-15","TR02"
"RGLT01289","2023-03-11","TR01"
"RGLT01290","2023-03-07","TR03"
"RGLT01291","2023-03-08","TR03"
"RGLT01292","2023-03-15","TR01"
"RGLT01293","2023-02-15","TR03"
"RGLT01294","2023-02-25","TR02"
"RGLT01295","2023-03-07","TR02"
"RGLT01296","2023-02-24","TR01"
"RGLT01297","2023-03-09","TR02"
"RGLT01298","2023-02-16","TR01"
"RGLT01299","2023-03-16","TR02"
"RGLT01300","2023-02-24","TR02"
"RGLT01301","2023-02-17","TR03"
"RGLT01302","2023-03-16","TR01"
"RGLT01303","2023-02-22","TR03"
"RGLT01304","2023-02-25","TR02"
"RGLT01305","2023-02-26","TR01"
"RGLT01306","2023-03-10","TR02"
"RGLT01307","2023-03-14","TR01"
"RGLT01308","2023-02-16","TR01"
"RGLT01309","2023-03-16","TR03"
"RGLT01310","2023-02-15","TR03"
"RGLT01311","2023-02-22","TR03"
"RGLT01312","2023-02-27","TR03"
"RGLT01313","2023-03-05","TR03"
"RGLT01314","2023-03-11","TR02"
"RGLT01315","2023-03-09","TR02"
"RGLT01316","2023-02-27","TR01"
"RGLT01317","2023-03-01","TR02"
"RGLT01318","2023-02-16","TR03"
"RGLT01319","2023-03-13","TR01"
"RGLT01320","2023-03-01","TR02"
"RGLT01321","2023-02-22","TR03"
"RGLT01322","2023-02-24","TR03"
"RGLT01323","2023-02-15","TR03"
"RGLT01324","2023-02-18","TR01"
"RGLT01325","2023-02-19","TR03"
"RGLT01326","2023-03-07","TR03"
"RGLT01327","2023-02-26","TR02"
"RGLT01328","2023-02-25","TR03"
"RGLT01329","2023-02-19","TR01"
"RGLT01330","2023-03-15","TR01"
"RGLT01331","2023-03-04","TR01"
"RGLT01332","2023-02-15","TR03"
"RGLT01333","2023-03-08","TR02"
"RGLT01334","2023-03-08","TR02"
"RGLT01335","2023-03-02","TR01"
"RGLT01336","2023-02-19","TR01"
"RGLT01337","2023-02-23","TR01"
"RGLT01338","2023-02-14","TR03"
"RGLT01339","2023-03-16","TR02"
"RGLT01340","2023-03-06","TR02"
"RGLT01341","2023-03-07","TR01"
"RGLT01342","2023-03-07","TR02"
"RGLT01343","2023-02-22","TR03"
"RGLT01344","2023-03-15","TR02"
"RGLT01345","2023-02-18","TR02"
"RGLT01346","2023-02-27","TR01"
"RGLT01347","2023-03-01","TR02"
"RGLT01348","2023-02-18","TR01"
"RGLT01349","2023-02-15","TR03"
"RGLT01350","2023-03-01","TR03"
"RGLT01351","2023-02-15","TR02"
"RGLT01352","2023-02-26","TR02"
"RGLT01353","2023-02-16","TR01"
"RGLT01354","2023-03-10","TR02"
"RGLT01355","2023-03-15","TR02"
"RGLT01356","2023-03-05","TR02"
"RGLT01357","2023-03-09","TR01"
"RGLT01358","2023-03-07","TR03"
"RGLT01359","2023-02-27","TR03"
"RGLT01360","2023-02-17","TR03"
"RGLT01361","2023-02-27","TR03"
"RGLT01362","2023-02-20","TR01"
"RGLT01363","2023-02-18","TR02"
"RGLT01364","2023-02-18","TR02"
"RGLT01365","2023-03-02","TR02"
"RGLT01366","2023-03-01","TR01"
"RGLT01367","2023-02-20","TR01"
"RGLT01368","2023-03-05","TR01"
"RGLT01369","2023-03-08","TR02"
"RGLT01370","2023-03-12","TR01"
"RGLT01371","2023-02-25","TR03"
"RGLT01372","2023-03-10","TR02"
"RGLT01373","2023-03-02","TR02"
"RGLT01374","2023-03-07","TR01"
"RGLT01375","2023-03-09","TR02"
"RGLT01376","2023-02-17","TR01"
"RGLT01377","2023-03-03","TR01"
"RGLT01378","2023-03-16","TR03"
"RGLT01379","2023-03-11","TR03"
"RGLT01380","2023-03-04","TR02"
"RGLT01381","2023-03-17","TR01"
"RGLT01382","2023-02-22","TR02"
"RGLT01383","2023-03-05","TR03"
"RGLT01384","2023-03-05","TR01"
"RGLT01385","2023-03-05","TR02"
"RGLT01386","2023-03-10","TR03"
"RGLT01387","2023-03-09","TR01"
"RGLT01388","2023-03-01","TR02"
"RGLT01389","2023-03-04","TR01"
"RGLT01390","2023-03-16","TR01"
"RGLT01391","2023-03-11","TR01"
"RGLT01392","2023-03-05","TR02"
"RGLT01393","2023-03-15","TR02"
"RGLT01394","2023-03-02","TR03"
